3.5964E7,W1DMA02
3.5083E7,SW2DMA07
1.411E7,SW4DMA13
2.6137E7,SW2DMA01
9.9145E7,SW4DMA06
1.10397999E8,SW2DMA12
4.7782E7,C1DMA01
8.791E7,SE3DMA03
5.5993E7,SW1DMA12
3.9998E7,SW1DMA05
2.2637E7,SW2DMA17
9.3194E7,S3DMA02
2.4476E7,SE3DMA06
3.6374E7,S3DMA04
6.6146001E7,S1DMA09
6.7476E7,SW4DMA02
6.4345E7,SW4DMA12
3.6003E7,SW1DMA13
2.263E7,SW3DMA01
4.1E7,S1DMA02
2.9915E7,S2DMA01
2.4435E7,SW4DMA10
6.262E7,S2DMA02
6.216E7,S1DMA08
7.2326E7,SW4DMA01
5.1399E7,S1DMA07
3.5986E7,SW2DMA16
3.1302E7,SW4DMA09
9.0463E7,W1DMA03
1.4055E7,S1DMA01
9.2074E7,SW2DMA04
3.2665999E7,SW1DMA01
1.5753E7,SW2DMA13
7.0734E7,SW3DMA03
6345000.0,S1DMA05
6.7343E7,SE3DMA10
4.3058999E7,SE3DMA05
1.06794E8,S3DMA05
1.39094E8,SW1DMA06
9.0767E7,SE3DMA04
9.4082E7,SW4DMA04
6.2309E7,SW2DMA03
4.0938E7,SE3DMA12
3.6274E7,SW3DMA02
2.0229E7,W1DMA01
6.2459E7,S3DMA09
3.8892E7,SW3DMA10
2.9555E7,SW3DMA04
1.65794999E8,SW3DMA13
1967000.0,SE3DMA13
7.8892E7,SW4DMA03
1.16942E8,S1DMA03
4.8643E7,SW1DMA02
4.3606E7,SW3DMA09
5.4018999E7,SW3DMA06
6.9227E7,SW4DMA07
4.9033E7,SW4DMA05
6.5657E7,SW2DMA14
1.03615E8,SW1DMA09
7.9533E7,S1DMA06
3.0191E7,SW2DMA11
7.9948E7,SW2DMA02
1.74808E8,SW2DMA10
3.0783E7,S3DMA01
5.1752E7,SW2DMA06
1.27273E8,S3DMA06
5.5877E7,S2DMA03
3.8047999E7,SW1DMA04
4.0646E7,S1DMA04
3.6082E7,SW3DMA07
1.6261E8,S3DMA08
3.9106E7,S1DMA10
1.6173E7,SE3DMA01
9.6432E7,SW1DMA10
6.272E7,SE3DMA02
3.5647E7,SE3DMA11
1.17265E8,SE3DMA07
2.9672E7,SW2DMA05
1.07737E8,SW2DMA15
1.9794E7,SE3DMA08
8.6065E7,SW3DMA05
1.08811E8,SW4DMA11
3.4776E7,SW4DMA08
9.4296E7,S3DMA03
