3.5363E7,W1DMA02
3.5837E7,SW2DMA07
1.4326E7,SW4DMA13
2.7242E7,SW2DMA01
1.00425E8,SW4DMA06
9.7380999E7,SW2DMA12
3.2366E7,C1DMA01
8.4816E7,SE3DMA03
5.2437E7,SW1DMA12
4.2484E7,SW1DMA05
2.238E7,SW2DMA17
8.6325E7,S3DMA02
2.4632E7,SE3DMA06
3.7789E7,S3DMA04
6.3684E7,S1DMA09
6.9871E7,SW4DMA02
5.6638E7,SW4DMA12
3.2894E7,SW1DMA13
2.104E7,SW3DMA01
4.1199E7,S1DMA02
2.9943E7,S2DMA01
2.1405E7,SW4DMA10
5.1869E7,S2DMA02
5.8462E7,S1DMA08
7.0297E7,SW4DMA01
4.8009E7,S1DMA07
3.0467E7,SW2DMA16
3.066E7,SW4DMA09
8.8014E7,W1DMA03
1.3733E7,S1DMA01
9.2474998E7,SW2DMA04
2.9731999E7,SW1DMA01
1.4787E7,SW2DMA13
6.781E7,SW3DMA03
6346000.0,S1DMA05
6.4092E7,SE3DMA10
4.4848999E7,SE3DMA05
9.6751E7,S3DMA05
1.33961E8,SW1DMA06
8.1698E7,SE3DMA04
9.6173E7,SW4DMA04
5.1524E7,SW2DMA03
4.2916E7,SE3DMA12
3.3584E7,SW3DMA02
2.1665E7,W1DMA01
6.1308E7,S3DMA09
3.7961E7,SW3DMA10
3.2831E7,SW3DMA04
1.63606999E8,SW3DMA13
1947000.0,SE3DMA13
7.8762999E7,SW4DMA03
1.17193E8,S1DMA03
4.5284E7,SW1DMA02
3.974E7,SW3DMA09
5.3938999E7,SW3DMA06
6.7834E7,SW4DMA07
4.3412E7,SW4DMA05
6.3106E7,SW2DMA14
9.0016E7,SW1DMA09
3.0755E7,SW2DMA11
7.4832E7,S1DMA06
6.979E7,SW2DMA02
1.74883E8,SW2DMA10
2.9744E7,S3DMA01
5.4221E7,SW2DMA06
1.18948E8,S3DMA06
5.2174E7,S2DMA03
3.8021999E7,SW1DMA04
4.3389E7,S1DMA04
3.4093E7,SW3DMA07
1.42728E8,S3DMA08
3.3604E7,S1DMA10
1.2279E7,SE3DMA01
7.9237E7,SW1DMA10
5.6503E7,SE3DMA02
1.2465E7,SE3DMA11
1.0583E8,SE3DMA07
2.8639E7,SW2DMA05
1.0461E8,SW2DMA15
8658000.0,SE3DMA08
8.3697E7,SW3DMA05
1.03264E8,SW4DMA11
3.3438E7,SW4DMA08
8.2921E7,S3DMA03
