3.654E7,W1DMA02
3.5804E7,SW2DMA07
1.3881E7,SW4DMA13
2.7771E7,SW2DMA01
1.03019E8,SW4DMA06
1.00150999E8,SW2DMA12
3.4412E7,C1DMA01
8.4716E7,SE3DMA03
5.454E7,SW1DMA12
4.033E7,SW1DMA05
2.2615E7,SW2DMA17
9.1801E7,S3DMA02
2.5583E7,SE3DMA06
3.626E7,S3DMA04
6.5787E7,S1DMA09
6.8809E7,SW4DMA02
6.1129E7,SW4DMA12
3.3801E7,SW1DMA13
2.0541E7,SW3DMA01
4.0584E7,S1DMA02
2.967E7,S2DMA01
2.2315E7,SW4DMA10
5.8441E7,S2DMA02
6.1194E7,S1DMA08
7.0175E7,SW4DMA01
4.8847E7,S1DMA07
3.2704E7,SW2DMA16
3.2351E7,SW4DMA09
8.7329E7,W1DMA03
1.445E7,S1DMA01
9.1571E7,SW2DMA04
3.2799999E7,SW1DMA01
1.6146E7,SW2DMA13
7.5554E7,SW3DMA03
6177000.0,S1DMA05
6.3613E7,SE3DMA10
4.2539999E7,SE3DMA05
1.10297E8,S3DMA05
1.40922E8,SW1DMA06
8.4471E7,SE3DMA04
9.2085E7,SW4DMA04
5.6011E7,SW2DMA03
4.2686E7,SE3DMA12
3.4421E7,SW3DMA02
2.0173E7,W1DMA01
6.5175E7,S3DMA09
3.9907E7,SW3DMA10
3.1172E7,SW3DMA04
1.67621999E8,SW3DMA13
2379000.0,SE3DMA13
7.8961999E7,SW4DMA03
1.19384E8,S1DMA03
4.5933E7,SW1DMA02
4.1587999E7,SW3DMA09
5.8396999E7,SW3DMA06
6.7148E7,SW4DMA07
4.6968E7,SW4DMA05
6.7155E7,SW2DMA14
9.7473E7,SW1DMA09
3.0295E7,SW2DMA11
7.9299E7,S1DMA06
7.4515E7,SW2DMA02
1.70642E8,SW2DMA10
2.9112E7,S3DMA01
4.9816E7,SW2DMA06
1.3036E8,S3DMA06
5.3322E7,S2DMA03
3.7259999E7,SW1DMA04
4.1897E7,S1DMA04
3.3762E7,SW3DMA07
1.51956E8,S3DMA08
3.8442E7,S1DMA10
1.3044E7,SE3DMA01
7.9179E7,SW1DMA10
5.8756E7,SE3DMA02
3.3507E7,SE3DMA11
1.11252E8,SE3DMA07
2.7166E7,SW2DMA05
1.04061E8,SW2DMA15
1.4372E7,SE3DMA08
8.6576E7,SW3DMA05
1.07311E8,SW4DMA11
3.4716E7,SW4DMA08
8.9628E7,S3DMA03
