3.353E7,W1DMA02
3.1483E7,SW2DMA07
1.2952E7,SW4DMA13
2.5054E7,SW2DMA01
9.5877E7,SW4DMA06
9.6487999E7,SW2DMA12
5.3977E7,C1DMA01
7.4826E7,SE3DMA03
5.5351E7,SW1DMA12
4.5032E7,SW1DMA05
2.0923E7,SW2DMA17
8.6294E7,S3DMA02
2.2252E7,SE3DMA06
3.3229E7,S3DMA04
6.5027E7,S1DMA09
6.4587E7,SW4DMA02
6.546E7,SW4DMA12
4.1448E7,SW1DMA13
1.9422E7,SW3DMA01
3.8243E7,S1DMA02
2.8773E7,S2DMA01
2.5327E7,SW4DMA10
5.2649E7,S2DMA02
5.8754E7,S1DMA08
6.6442E7,SW4DMA01
4.9665E7,S1DMA07
3.0989E7,SW2DMA16
2.887E7,SW4DMA09
7.8816E7,W1DMA03
1.4249E7,S1DMA01
8.5324E7,SW2DMA04
3.3517999E7,SW1DMA01
1.4212E7,SW2DMA13
6.3219E7,SW3DMA03
5793000.0,S1DMA05
6.2957E7,SE3DMA10
4.2060999E7,SE3DMA05
1.03612E8,S3DMA05
1.53061E8,SW1DMA06
8.591E7,SE3DMA04
9.3267E7,SW4DMA04
5.1717E7,SW2DMA03
4.0308E7,SE3DMA12
3.2102E7,SW3DMA02
1.6734E7,W1DMA01
5.9856E7,S3DMA09
3.9811E7,SW3DMA10
2.9195E7,SW3DMA04
1.76329999E8,SW3DMA13
1685000.0,SE3DMA13
7.627E7,SW4DMA03
1.13693E8,S1DMA03
5.1658E7,SW1DMA02
4.2467E7,SW3DMA09
5.2615999E7,SW3DMA06
7.7121E7,SW4DMA07
4.7073E7,SW4DMA05
6.0756E7,SW2DMA14
1.06044E8,SW1DMA09
7.6903E7,S1DMA06
2.8658E7,SW2DMA11
7.3916E7,SW2DMA02
1.68323E8,SW2DMA10
2.4273E7,S3DMA01
4.9753E7,SW2DMA06
1.20906E8,S3DMA06
5.223E7,S2DMA03
4.2605999E7,SW1DMA04
4.1306E7,S1DMA04
3.523E7,SW3DMA07
1.48251E8,S3DMA08
4.0675E7,S1DMA10
1.3134E7,SE3DMA01
1.01783E8,SW1DMA10
6.152E7,SE3DMA02
3.8611E7,SE3DMA11
1.09406E8,SE3DMA07
2.6795E7,SW2DMA05
9.8124E7,SW2DMA15
1.8266E7,SE3DMA08
8.3883E7,SW3DMA05
1.09635E8,SW4DMA11
3.3091E7,SW4DMA08
7.9011E7,S3DMA03
