3.6903E7,W1DMA02
3.516E7,SW2DMA07
1.5557E7,SW4DMA13
2.6563E7,SW2DMA01
1.02561E8,SW4DMA06
1.00106999E8,SW2DMA12
5.667E7,C1DMA01
8.4555E7,SE3DMA03
5.7287E7,SW1DMA12
4.2818E7,SW1DMA05
2.2852E7,SW2DMA17
9.0967E7,S3DMA02
2.4151E7,SE3DMA06
3.6484E7,S3DMA04
6.6862E7,S1DMA09
6.9343E7,SW4DMA02
6.8313E7,SW4DMA12
4.2077E7,SW1DMA13
2.0371E7,SW3DMA01
3.9114E7,S1DMA02
2.9465E7,S2DMA01
2.6118E7,SW4DMA10
5.5197E7,S2DMA02
5.8917E7,S1DMA08
7.1295E7,SW4DMA01
5.0195E7,S1DMA07
3.2236E7,SW2DMA16
2.9301E7,SW4DMA09
8.3258E7,W1DMA03
1.3959E7,S1DMA01
9.055E7,SW2DMA04
3.2548999E7,SW1DMA01
1.4593E7,SW2DMA13
7.1771E7,SW3DMA03
5683000.0,S1DMA05
6.3218E7,SE3DMA10
4.0199999E7,SE3DMA05
1.11387E8,S3DMA05
1.53634E8,SW1DMA06
8.6176E7,SE3DMA04
9.7369E7,SW4DMA04
5.8942E7,SW2DMA03
4.0308E7,SE3DMA12
3.2451E7,SW3DMA02
2.0824E7,W1DMA01
6.5231E7,S3DMA09
4.0113E7,SW3DMA10
3.1947E7,SW3DMA04
1.78380999E8,SW3DMA13
1286000.0,SE3DMA13
7.8768E7,SW4DMA03
1.15571E8,S1DMA03
5.1623E7,SW1DMA02
4.3644E7,SW3DMA09
5.4827999E7,SW3DMA06
7.1187E7,SW4DMA07
5.0325E7,SW4DMA05
6.7333E7,SW2DMA14
1.15677E8,SW1DMA09
7.5977E7,S1DMA06
3.1545E7,SW2DMA11
7.6959E7,SW2DMA02
1.77361E8,SW2DMA10
2.9079E7,S3DMA01
5.0897E7,SW2DMA06
1.34378E8,S3DMA06
5.2198E7,S2DMA03
4.0850999E7,SW1DMA04
4.3189E7,S1DMA04
3.527E7,SW3DMA07
1.55451E8,S3DMA08
4.1394E7,S1DMA10
1.3742E7,SE3DMA01
1.03288E8,SW1DMA10
6.2497E7,SE3DMA02
3.7004E7,SE3DMA11
1.15664E8,SE3DMA07
2.6492E7,SW2DMA05
1.04734E8,SW2DMA15
2.4072E7,SE3DMA08
8.6727E7,SW3DMA05
1.16112E8,SW4DMA11
3.5166E7,SW4DMA08
1.01632E8,S3DMA03
